#
#   VizieR Astronomical Server vizier.u-strasbg.fr 	2011-12-17T22:26:10 [V1.80]
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VIZ4eed156b4eb6	
#INFO	-out.max=1000	

#RESOURCE=yCat_2237
#Name: II/237
#Title: Stellar Photometry in Johnson's 11-color system (Ducati, 2002)
#Coosys	J1950:	eq_FK5 J1950
#Table	II_237_colors:
#Name: II/237/colors
#Title: Photometric data in the UBVRIJHKLMN colors
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Name	(a12)	star identification	[ucd=meta.id]
#Column	RAJ1950	(A10)	Right ascension J1950	[ucd=pos.eq.ra;meta.main]
#Column	DEJ1950	(A9)	Declination J1950	[ucd=pos.eq.dec;meta.main]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	U-V	(F5.2)	? (U-V) color index	[ucd=phot.color;em.opt.U;em.opt.V]
#Column	B-V	(F5.2)	? (B-V) color index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	R-V	(F5.2)	? (R-V) color index	[ucd=phot.color;em.opt.V;em.opt.R]
#Column	I-V	(F6.2)	? (I-V) color index	[ucd=phot.color;em.opt.V;em.opt.I]
recno	Name	RAJ1950	DEJ1950	Vmag	U-V	B-V	R-V	I-V	CommonName
    1077	 HD  40239  	05 56 13.3	+45 56 03	 4.25	 3.55	 1.72	-1.69	 -3.17
    1569	 HD  70272  	08 19 25.1	+43 21 00	 4.25	 3.46	 1.55	-1.20	 -2.08
    1825	 HD  90610  	10 24 51.6	-30 48 45	 4.25	 3.08	 1.45	-1.10	 -1.89
    3865	 HD 219449  	23 13 16.3	-09 21 36	 4.25	 2.12	 1.11	-0.79	 -1.35
     235	 HD  10761  	01 42 45.0	+08 54 23	 4.26	 1.64	 0.96	-0.73	 -1.22
     693	 HD  29094  	04 33 13.0	+41 09 49	 4.26	 2.05	 1.24	-0.95	 -1.65
    2243	 HD 114710  	13 09 32.3	+28 07 51	 4.26	 0.66	 0.58	-0.49	 -0.79
     139	 HD   5737  	00 56 11.9	-29 37 37	 4.27	-0.75	-0.18	 0.03	  0.16
     477	 HD  20794  	03 17 55.9	-43 15 36	 4.27	 0.93	 0.71	-0.62	 -1.02
     698	 HD  29388  	04 35 21.5	+12 24 42	 4.27	 0.25	 0.12	-0.14	 -0.19
     783	 HD  33328  	05 06 45.0	-08 48 59	 4.27	-1.10	-0.20	 0.08	  0.28
    2147	 HD 109358  	12 31 22.2	+41 37 43	 4.27	 0.64	 0.59	-0.54	 -0.85
    2196	 HD 111968  	12 50 39.4	-39 54 24	 4.27	 0.33	 0.21	-0.20	 -0.34
    2645	 HD 145389  	16 07 11.4	+45 03 54	 4.27	-0.35	-0.07	 0.00	  0.09
    2717	 HD 148786  	16 28 16.4	-16 30 19	 4.27	 1.63	 0.92	-0.65	 -1.09
    3480	 HD 192876  	20 14 52.6	-12 39 49	 4.27	 1.87	 1.07	-0.78	 -1.33
    3632	 HD 203387  	21 19 27.9	-17 02 54	 4.27	 1.47	 0.91	-0.62	 -1.10
    3717	 HD 209819  	22 03 44.3	-14 06 45	 4.27	-0.36	-0.07	 0.05	  0.14
     145	 HD   6186  	01 00 20.6	+07 37 16	 4.28	 1.67	 0.96	-0.78	 -1.30
    2062	 HD 103192  	11 50 22.6	-33 37 46	 4.28	-0.43	-0.10	-0.01	  0.07
     590	 HD  25642  	04 02 50.9	+50 13 02	 4.29	-0.02	 0.02	-0.08	 -0.10
     734	 HD  30614  	04 49 03.7	+66 15 37	 4.29	-0.82	 0.05	-0.11	 -0.11
     817	 HD  34816  	05 17 16.1	-13 13 35	 4.29	-1.26	-0.25	 0.12	  0.40
    1475	 HD  62044  	07 40 11.3	+29 00 21	 4.29	 2.09	 1.12	-0.92	 -1.50
    3688	 HD 207260  	21 44 00.2	+60 53 22	 4.29	 0.65	 0.52	-0.50	 -0.94
    3729	 HD 210459  	22 07 45.7	+32 55 55	 4.29	 0.64	 0.46	-0.39	 -0.66
    3773	 HD 213398  	22 28 40.0	-32 36 09	 4.29	 0.03	 0.01	-0.02	 -0.04
    3904	 HD 222173  	23 35 40.5	+42 59 27	 4.29	-0.39	-0.11	 0.00	  0.09
     375	 HD  15318  	02 25 29.8	+08 14 13	 4.30	-0.16	-0.05	-0.01	  0.04
     536	 HD  23338  	03 42 13.5	+24 18 42	 4.30	-0.57	-0.11	 0.00	  0.10
     708	 HD  29755  	04 38 15.1	-19 45 57	 4.30	 3.50	 1.60	-1.49	 -2.90
    1426	 HD  58972  	07 25 26.3	+09 01 41	 4.30	 2.96	 1.43	-1.11	 -1.90
    1613	 HD  74280  	08 40 36.6	+03 34 45	 4.30	-0.94	-0.20	 0.07	  0.26
    2019	 HD 100920  	11 34 23.2	-00 32 49	 4.30	 1.75	 1.01	-0.72	 -1.24
    3192	 HD 175588  	18 52 45.2	+36 50 02	 4.30	 3.32	 1.67	-1.78	 -3.41
    3884	 HD 220954  	23 25 25.7	+06 06 13	 4.30	 2.11	 1.08	-0.80	 -1.33
    1714	 HD  82308  	09 28 52.2	+23 11 20	 4.31	 3.43	 1.54	-1.22	 -2.12
    2886	 HD 157999  	17 24 01.9	+04 10 55	 4.31	 3.08	 1.51	-1.09	 -1.85
    1621	 HD  74918  	08 44 00.7	-13 21 48	 4.32	 1.54	 0.90	-0.68	 -1.14
     876	 HD  36389  	05 29 16.7	+18 33 31	 4.33	 4.30	 2.08	-1.78	 -3.20
    1191	 HD  46328  	06 29 46.2	-23 22 51	 4.33	-1.23	-0.24	 0.12	  0.39
    1531	 HD  67594  	08 06 04.7	-02 50 11	 4.33	 1.69	 0.97	-0.73	 -1.22
    2193	 HD 111915  	12 50 16.3	-48 40 16	 4.33	 2.95	 1.37	-0.98	 -1.73
    2336	 HD 122223  	13 58 35.6	-45 21 43	 4.33	 0.86	 0.59	-0.51	 -0.85
    2508	 HD 135758  	15 14 46.7	-29 57 57	 4.33	 2.17	 1.10	-0.81	 -1.37
    2550	 HD 139127  	15 34 40.5	-42 24 16	 4.33	 3.14	 1.42	-1.03	 -1.76
    2631	 HD 144608  	16 04 28.0	-20 44 04	 4.33	 1.35	 0.84	-0.65	 -1.08
    3542	 HD 196574  	20 35 45.3	-01 16 50	 4.33	 1.65	 0.96	-0.67	 -1.13
     166	 HD   6961  	01 08 02.5	+54 53 03	 4.34	 0.30	 0.17	-0.18	 -0.25
    3083	 HD 168775  	18 18 06.3	+36 02 26	 4.34	 2.36	 1.17	-0.86	 -1.41
    3680	 HD 206742  	21 41 58.3	-33 15 16	 4.34	-0.16	-0.05	 0.01	  0.04
     291	 HD  13611  	02 10 20.7	+08 36 46	 4.35	 1.51	 0.88	-0.67	 -1.17
     729	 HD  30739  	04 47 53.0	+08 48 55	 4.35	 0.04	 0.01	-0.06	 -0.06
    1117	 HD  43039  	06 12 11.4	+29 31 05	 4.35	 1.82	 1.01	-0.80	 -1.34
    1315	 HD  50522  	06 52 57.1	+58 29 26	 4.35	 1.36	 0.85	-0.65	 -1.09
    1727	 HD  83446  	09 35 02.1	-49 07 47	 4.35	 0.29	 0.17	-0.15	 -0.25
    2381	 HD 125288  	14 16 48.9	-56 09 25	 4.35	-0.31	 0.12	-0.15	 -0.29
    3683	 HD 206859  	21 42 08.4	+17 07 10	 4.35	 2.13	 1.17	-0.82	 -1.37
      93	 HD   3369  	00 34 12.1	+33 26 39	 4.36	-0.71	-0.16	 0.04	  0.16
    1036	 HD  39014  	05 44 40.9	-65 45 15	 4.36	 0.33	 0.21	-0.26	 -0.43
    2133	 HD 108381  	12 24 26.7	+28 32 45	 4.36	 2.28	 1.13	-0.83	 -1.35
    3164	 HD 173648  	18 43 02.9	+37 33 04	 4.36	 0.35	 0.19	-0.15	 -0.23
    3173	 HD 173880  	18 44 48.6	+18 07 26	 4.36	 0.20	 0.13	-0.17	 -0.23
    3325	 HD 184930  	19 34 08.0	-01 23 54	 4.36	-0.52	-0.08	-0.02	  0.06
     456	 HD  19787  	03 08 45.9	+19 32 18	 4.37	 1.89	 1.03	-0.77	 -1.28
     588	 HD  25604  	04 01 44.1	+21 56 47	 4.37	 2.04	 1.07	-0.79	 -1.32
    1126	 HD  43785  	06 14 46.2	-35 07 21	 4.37	 1.83	 1.00	-0.73	 -1.24
    3769	 HD 213310  	22 27 26.4	+47 27 00	 4.37	 2.78	 1.68	-1.39	 -2.46
    3893	 HD 221507  	23 30 17.6	-38 05 41	 4.37	-0.45	-0.09	 0.00	  0.07
      96	 HD   3546  	00 35 54.3	+29 02 25	 4.38	 1.34	 0.87	-0.68	 -1.19
    1521	 HD  66141  	07 59 39.7	+02 28 22	 4.38	 2.53	 1.25	-0.99	 -1.66
    1779	 HD  87837  	10 05 15.1	+10 14 35	 4.38	 3.19	 1.44	-1.12	 -1.89
    3265	 HD 180809  	19 14 37.7	+38 02 36	 4.38	 2.49	 1.26	-0.87	 -1.45
    3338	 HD 185758  	19 37 51.5	+17 53 49	 4.38	 1.21	 0.78	-0.59	 -0.98
    3341	 HD 185958  	19 38 48.1	+17 21 30	 4.38	 1.95	 1.05	-0.72	 -1.22
    1933	 HD  95370  	10 57 51.2	-41 57 26	 4.39	 0.23	 0.11	-0.13	 -0.20
    3880	 HD 220704  	23 23 25.3	-20 54 57	 4.39	 3.26	 1.47	-1.12	 -1.93
    1399	 HD  57061  	07 16 37.9	-24 51 41	 4.40	-1.14	-0.15	 0.04	  0.22
    2471	 HD 133165  	15 00 22.2	+02 17 10	 4.40	 1.91	 1.04	-0.81	 -1.35
    3871	 HD 219688  	23 15 18.3	-09 27 19	 4.40	-0.68	-0.14	 0.07	  0.20
    3879	 HD 220657  	23 22 52.7	+23 07 42	 4.40	 0.75	 0.61	-0.54	 -0.86
     251	 HD  11695  	01 51 38.5	-46 32 48	 4.41	 3.30	 1.59	-1.73	 -3.24
     910	 HD  36822  	05 32 04.3	+09 27 25	 4.41	-1.12	-0.15	 0.01	  0.18
    1061	 HD  39587  	05 51 25.1	+20 16 06	 4.41	 0.67	 0.59	-0.51	 -0.82
    2446	 HD 130694  	14 47 20.7	-27 45 10	 4.41	 2.87	 1.40	-1.08	 -1.84
    2896	 HD 158899  	17 28 42.9	+26 08 48	 4.41	 3.12	 1.44	-1.04	 -1.79
    2974	 HD 164136  	17 56 35.2	+30 11 30	 4.41	 0.54	 0.39	-0.40	 -0.63
    3943	 HD 224935  	23 59 23.7	-06 17 30	 4.41	 3.47	 1.63	-1.56	 -2.97
     136	 HD   5516  	00 54 31.9	+23 08 52	 4.42	 1.63	 0.94	-0.73	 -1.21
     542	 HD  23614  	03 43 46.4	-12 15 25	 4.42	 3.63	 1.62	-1.34	 -2.39
    1222	 HD  47442  	06 35 41.3	-18 11 32	 4.42	 2.19	 1.15	-0.86	 -1.45
    1371	 HD  54719  	07 07 57.4	+30 19 43	 4.42	 2.66	 1.26	-0.97	 -1.60
    1543	 HD  68553  	08 09 34.2	-39 28 06	 4.42	 3.37	 1.61	-1.20	 -2.08
    2386	 HD 125823  	14 19 56.7	-39 17 04	 4.42	-0.92	-0.18	 0.11	  0.28
    3623	 HD 202904  	21 15 51.5	+34 41 09	 4.42	-0.92	-0.10	-0.05	  0.03
     621	 HD  26965  	04 12 58.1	-07 43 45	 4.43	 1.26	 0.82	-0.69	 -1.14
    1600	 HD  73471  	08 36 08.6	+03 31 03	 4.43	 2.48	 1.20	-0.89	 -1.45
    2565	 HD 141004  	15 44 00.7	+07 30 29	 4.43	 0.70	 0.60	-0.51	 -0.83
    2700	 HD 148184  	16 24 07.2	-18 20 38	 4.43	-0.48	 0.28	-0.46	 -0.70
     121	 HD   4656  	00 46 05.0	+07 18 47	 4.44	 3.39	 1.51	-1.17	 -2.04
     223	 HD  10380  	01 38 49.5	+05 14 06	 4.44	 2.92	 1.37	-1.06	 -1.77
     629	 HD  27442  	04 15 36.9	-59 25 17	 4.44	 2.15	 1.08	-0.82	 -1.36
     798	 HD  33856  	05 10 40.5	+02 48 12	 4.44	 2.32	 1.19	-0.85	 -1.45
    1552	 HD  69142  	08 12 16.2	-40 11 38	 4.44	 2.26	 1.17	-0.84	 -1.48
    3516	 HD 194317  	20 21 51.6	+32 01 39	 4.44	 2.83	 1.33	-1.01	 -1.68
    3564	 HD 198026  	20 45 06.0	-05 12 43	 4.44	 3.60	 1.67	-1.47	 -2.78
    3756	 HD 212496  	22 21 35.3	+51 58 40	 4.44	 1.82	 1.02	-0.77	 -1.34
     710	 HD  29875  	04 38 56.9	-41 57 28	 4.45	 0.34	 0.34	-0.34	 -0.55
    1562	 HD  70060  	08 16 40.9	-36 30 11	 4.45	 0.33	 0.22	-0.21	 -0.34
    2719	 HD 148898  	16 29 10.0	-21 21 39	 4.45	 0.24	 0.11	-0.13	 -0.15
    3272	 HD 181984  	19 16 31.4	+73 15 47	 4.45	 2.70	 1.25	-0.90	 -1.48
    3306	 HD 183439  	19 26 37.3	+24 33 43	 4.45	 3.32	 1.50	-1.21	 -2.18
    3318	 HD 184406  	19 31 38.8	+07 16 17	 4.45	 2.42	 1.18	-0.90	 -1.51
      36	 HD   1038  	00 12 06.0	-19 12 33	 4.46	 3.61	 1.66	-1.40	 -2.54
     402	 HD  17206  	02 42 46.0	-18 46 58	 4.46	 0.48	 0.48	-0.43	 -0.70
     414	 HD  17652  	02 46 59.7	-32 36 53	 4.46	 1.68	 0.99	-0.76	 -1.30
    1702	 HD  81146  	09 21 44.7	+26 23 54	 4.46	 2.54	 1.23	-0.91	 -1.54
    2058	 HD 102964  	11 48 38.1	-44 53 40	 4.46	 2.76	 1.30	-0.94	 -1.61
    3789	 HD 214868  	22 38 18.9	+44 00 53	 4.46	 2.69	 1.33	-0.92	 -1.60
     475	 HD  20644  	03 17 18.4	+28 52 06	 4.47	 3.34	 1.55	-1.20	 -2.08
    1286	 HD  49293  	06 45 15.1	+02 28 05	 4.47	 2.15	 1.11	-0.79	 -1.34
    2085	 HD 105382  	12 05 29.2	-50 22 57	 4.47	-0.82	-0.15	 0.06	  0.23
    2411	 HD 128167  	14 32 30.1	+29 57 40	 4.47	 0.29	 0.37	-0.34	 -0.53
    3939	 HD 224686  	23 57 19.9	-65 51 17	 4.47	-0.35	-0.09	-0.02	  0.02
     547	 HD  23475  	03 44 55.1	+65 22 25	 4.48	 4.01	 1.88	-1.71	 -3.13
    1108	 HD  42560  	06 09 05.7	+14 13 17	 4.48	-0.83	-0.17	 0.05	  0.21
    1166	 HD  45813  	06 26 18.7	-32 32 49	 4.48	-0.78	-0.17	 0.06	  0.22
    1672	 HD  78209  	09 05 21.3	+51 48 27	 4.48	 0.39	 0.27	-0.27	 -0.38
    3327	 HD 185395  	19 35 05.9	+50 06 15	 4.48	 0.35	 0.38	-0.35	 -0.56
    1274	 HD  48433  	06 41 10.0	+13 16 47	 4.49	 2.33	 1.16	-0.86	 -1.46
    1375	 HD  55892  	07 11 07.9	-46 40 29	 4.49	 0.31	 0.32	-0.32	 -0.54
    1494	 HD  63462  	07 46 00.3	-25 48 42	 4.49	-1.07	-0.06	-0.12	 -0.12
    1626	 HD  75311  	08 45 24.9	-56 35 06	 4.49	-0.91	-0.18	 0.10	  0.29
    1776	 HD  87696  	10 04 29.1	+35 29 20	 4.49	 0.25	 0.18	-0.18	 -0.25
    2458	 HD 132052  	14 54 34.0	-04 08 36	 4.49	 0.37	 0.32	-0.32	 -0.49
    3618	 HD 202275  	21 12 02.5	+09 48 18	 4.49	 0.49	 0.50	-0.43	 -0.71
    3739	 HD 211073  	22 11 43.6	+39 27 57	 4.49	 2.83	 1.39	-1.01	 -1.75
     111	 HD   4180  	00 41 55.6	+48 00 38	 4.50	-0.59	-0.06	-0.05	  0.00
     584	 HD  25705  	04 00 10.1	-62 17 55	 4.50	 3.43	 1.62	-1.66	 -3.14
    1193	 HD  46300  	06 30 11.9	+07 22 15	 4.50	-0.20	 0.00	-0.10	 -0.14
    2313	 HD 120136  	13 44 53.0	+17 42 17	 4.50	 0.52	 0.48	-0.41	 -0.65
    2688	 HD 147700  	16 21 10.3	-19 55 18	 4.50	 1.87	 1.03	-0.78	 -1.28
    3436	 HD 190940  	20 02 35.9	+67 43 51	 4.50	 2.81	 1.31	-0.93	 -1.58
    3604	 HD 200914  	21 04 12.3	-25 12 24	 4.50	 3.54	 1.61	-1.28	 -2.26
    3644	 HD 204381  	21 25 52.4	-22 01 32	 4.50	 1.50	 0.90	-0.67	 -1.13
    3721	 HD 210049  	22 05 28.2	-33 13 58	 4.50	 0.10	 0.05	-0.07	 -0.12
     685	 HD  29085  	04 31 32.7	-29 51 59	 4.51	 1.69	 0.98	-0.75	 -1.29
    1708	 HD  82150  	09 27 10.7	-35 43 54	 4.51	 3.12	 1.44	-1.01	 -1.77
    3679	 HD 206826  	21 41 54.2	+28 30 56	 4.51	 0.50	 0.49	-0.38	 -0.66
    3850	 HD 218329  	23 04 28.9	+09 08 19	 4.51	 3.46	 1.58	-1.26	 -2.28
    3912	 HD 222603  	23 39 29.6	+01 30 16	 4.51	 0.28	 0.21	-0.18	 -0.28
      44	 HD   1404  	00 15 42.4	+36 30 28	 4.52	 0.12	 0.05	-0.08	 -0.08
     406	 HD  17361  	02 44 55.4	+29 02 25	 4.52	 2.14	 1.11	-0.80	 -1.38
    1082	 HD  40657  	05 57 33.1	-03 04 28	 4.52	 2.43	 1.22	-0.93	 -1.60
    3476	 HD 192806  	20 13 42.0	+27 39 00	 4.52	 2.37	 1.26	-0.96	 -1.67
    3608	 HD 201381  	21 06 52.3	-11 34 30	 4.52	 1.61	 0.94	-0.69	 -1.15
    3842	 HD 217891  	23 01 19.7	+03 33 01	 4.52	-0.62	-0.12	 0.02	  0.15
    3859	 HD 219080  	23 10 15.0	+49 07 57	 4.52	 0.33	 0.29	-0.29	 -0.45
     122	 HD   4727  	00 47 02.7	+40 48 24	 4.53	-0.73	-0.15	 0.03	  0.18
     421	 HD  17709  	02 48 25.4	+34 51 18	 4.53	 3.49	 1.57	-1.21	 -2.16
    1043	 HD  38656  	05 45 42.4	+39 09 57	 4.53	 1.63	 0.94	-0.73	 -1.22
    1457	 HD  61330  	07 35 30.9	-34 51 17	 4.53	-0.40	-0.09	 0.02	  0.09
     260	 HD  12111  	01 57 48.4	+70 39 56	 4.54	 0.22	 0.16	-0.18	 -0.26
     493	 HD  21389  	03 25 54.1	+58 42 26	 4.54	 0.45	 0.56	-0.51	 -1.01
    2424	 HD 129174  	14 38 22.4	+16 37 52	 4.54	-0.36	-0.04	-0.07	 -0.05
    2450	 HD 131156  	14 49 04.7	+19 18 25	 4.54	 1.06	 0.77	-0.63	 -1.06
    2461	 HD 132813  	14 56 46.7	+66 07 52	 4.54	 3.32	 1.65	-1.85	 -3.57
    2491	 HD 134759  	15 09 21.9	-19 36 12	 4.54	-0.46	-0.08	 0.04	  0.13
    2515	 HD 136664  	15 19 57.1	-36 40 49	 4.54	-0.77	-0.15	 0.06	  0.20
    2885	 HD 157950  	17 23 58.5	-05 02 37	 4.54	 0.36	 0.39	-0.38	 -0.59
    3568	 HD 198183  	20 45 27.4	+36 18 20	 4.54	-0.61	-0.11	 0.04	  0.15
     766	 HD  32831  	05 02 36.3	-35 33 00	 4.55	 2.39	 1.20	-0.91	 -1.56
    2475	 HD 133582  	15 02 18.0	+27 08 29	 4.55	 2.57	 1.23	-0.93	 -1.58
    3656	 HD 205637  	21 34 16.9	-19 41 26	 4.55	-0.86	-0.20	 0.05	  0.19
    1674	 HD  78541  	09 05 51.0	-25 39 20	 4.56	 3.48	 1.61	-1.24	 -2.14
    3011	 HD 165634  	18 04 54.9	-28 27 51	 4.56	 1.70	 0.95	-0.71	 -1.24
    3888	 HD 221115  	23 26 37.3	+12 29 03	 4.56	 1.68	 0.94	-0.74	 -1.19
     580	 HD  25422  	03 57 56.9	-61 32 26	 4.57	 3.58	 1.62	-1.34	 -2.38
    1718	 HD  82210  	09 30 05.7	+70 03 06	 4.57	 1.10	 0.77	-0.66	 -1.07
    2671	 HD 147084  	16 17 37.3	-24 03 00	 4.57	 1.42	 0.83	-0.88	 -1.64
    3918	 HD 223352  	23 46 19.4	-28 24 23	 4.57	-0.02	 0.01	-0.04	 -0.02
     513	 HD  22484  	03 34 19.0	+00 14 38	 4.58	 0.65	 0.57	-0.49	 -0.81
     514	 HD  22663  	03 35 17.9	-40 26 15	 4.58	 1.81	 1.04	-0.84	 -1.41
    1759	 HD  85622  	09 49 44.6	-46 18 45	 4.58	 2.19	 1.20	-0.83	 -1.46
    2695	 HD 148112  	16 23 06.3	+14 08 48	 4.58	-0.05	-0.01	-0.07	 -0.03
    3421	 HD 189763  	19 59 35.1	-27 51 00	 4.58	 3.45	 1.65	-1.87	 -3.43
    3758	 HD 212593  	22 22 28.9	+49 13 20	 4.58	-0.25	 0.09	-0.13	 -0.23
     101	 HD   3919  	00 38 57.9	-46 21 32	 4.59	 1.69	 0.97	-0.75	 -1.27
     943	 HD  37018  	05 32 55.0	-04 52 09	 4.59	-1.13	-0.19	 0.08	  0.26
     993	 HD  37490  	05 36 32.5	+04 05 38	 4.59	-0.86	-0.11	-0.02	  0.08
    1478	 HD  62576  	07 41 31.1	-28 17 26	 4.59	 3.57	 1.63	-1.30	 -2.27
    2905	 HD 159217  	17 31 55.9	-46 28 22	 4.59	-0.12	-0.03	 0.01	  0.06
    3290	 HD 182564  	19 20 24.9	+65 37 05	 4.59	 0.08	 0.02	-0.04	 -0.01
    3928	 HD 224014  	23 51 52.4	+57 13 16	 4.59	 2.41	 1.26	-0.96	 -1.70
    1925	 HD  94890  	10 54 22.9	-36 52 06	 4.60	 1.87	 1.03	-0.75	 -1.28
    2435	 HD 129972  	14 42 54.3	+17 10 29	 4.60	 1.73	 0.98	-0.73	 -1.21
    2977	 HD 164284  	17 57 47.0	+04 22 10	 4.60	-0.83	-0.02	-0.13	 -0.11
    3191	 HD 175492  	18 52 38.1	+22 34 49	 4.60	 1.28	 0.78	-0.64	 -1.10
      11	 HD     28  	00 02 46.5	-05 59 14	 4.61	 1.91	 1.04	-0.78	 -1.32
      41	 HD   1280  	00 14 28.3	+38 24 13	 4.61	 0.11	 0.06	-0.08	 -0.09
    1517	 HD  65810  	07 57 37.4	-18 15 38	 4.61	 0.16	 0.08	-0.15	 -0.21
    1596	 HD  73108  	08 35 51.9	+64 30 15	 4.61	 2.33	 1.17	-0.89	 -1.52
    3284	 HD 181615  	19 18 51.7	-16 03 01	 4.61	-0.43	 0.10	-0.27	 -0.40
    1687	 HD  79940  	09 13 44.9	-37 12 12	 4.62	 0.55	 0.45	-0.38	 -0.66
    1969	 HD  97534  	11 10 26.7	-60 02 40	 4.62	 0.58	 0.55	-0.55	 -0.91
    2542	 HD 138716  	15 31 26.4	-09 53 39	 4.62	 1.86	 1.01	-0.77	 -1.29
    2583	 HD 142373  	15 50 56.6	+42 35 25	 4.62	 0.57	 0.57	-0.48	 -0.80
    2910	 HD 159975  	17 35 07.4	-08 05 23	 4.62	-0.09	 0.11	-0.18	 -0.29
     881	 HD  36512  	05 29 30.5	-07 20 11	 4.63	-1.33	-0.27	 0.12	  0.38
    1087	 HD  41117  	06 00 56.9	+20 08 27	 4.63	-0.39	 0.28	-0.31	 -0.53
    1502	 HD  64740  	07 51 39.1	-49 28 54	 4.63	-1.15	-0.23	 0.13	  0.34
    1977	 HD  97778  	11 12 32.7	+23 22 04	 4.63	 3.51	 1.66	-1.56	 -2.87
    2571	 HD 141714  	15 47 29.7	+26 13 11	 4.63	 1.17	 0.80	-0.63	 -1.05
    2693	 HD 147933/4	16 22 34.9	-23 19 56	 4.63	-0.33	 0.22	-0.36	 -0.67
    3785	 HD 214454  	22 35 18.7	+51 17 10	 4.63	 0.35	 0.24	-0.22	 -0.36
    1391	 HD  56618  	07 14 34.6	-27 47 28	 4.64	 3.48	 1.60	-1.48	 -2.73
    2156	 HD 110073  	12 37 09.5	-39 42 44	 4.64	-0.48	-0.08	 0.02	  0.11
    3759	 HD 212571  	22 22 43.3	+01 07 21	 4.64	-1.00	-0.04	-0.16	 -0.16
     683	 HD  28910  	04 31 00.3	+14 44 26	 4.65	 0.33	 0.25	-0.24	 -0.36
    1381	 HD  56014  	07 12 12.7	-26 15 52	 4.65	-0.89	-0.20	-0.01	  0.08
    1433	 HD  59890  	07 28 45.7	-30 51 21	 4.65	 1.56	 0.93	-0.67	 -1.14
    2860	 HD 156729  	17 15 56.6	+37 20 33	 4.65	 0.02	 0.05	-0.09	 -0.09
     172	 HD   7318  	01 11 01.6	+24 19 08	 4.66	 1.91	 1.03	-0.75	 -1.27
     578	 HD  25267  	03 57 47.4	-24 09 23	 4.66	-0.55	-0.14	-0.02	  0.11
    1831	 HD  90772  	10 25 32.3	-57 22 59	 4.66	 0.53	 0.51	-0.56	 -1.04
    2165	 HD 110458  	12 39 48.6	-48 32 18	 4.66	 2.11	 1.10	-0.75	 -1.32
    2302	 HD 119228  	13 38 50.5	+54 56 01	 4.66	 3.59	 1.63	-1.40	 -2.52
    2328	 HD 121130  	13 49 58.2	+64 58 10	 4.66	 3.46	 1.57	-1.61	 -2.97
    3933	 HD 224427  	23 55 12.3	+24 51 47	 4.66	 3.25	 1.59	-1.46	 -2.80
     397	 HD  16908  	02 40 30.6	+27 29 43	 4.67	-0.76	-0.13	 0.02	  0.15
    1397	 HD  57150  	07 16 31.6	-36 38 29	 4.67	-0.89	-0.10	-0.10	 -0.05
    2978	 HD 164349  	17 57 49.7	+16 45 07	 4.67	 2.48	 1.26	-0.87	 -1.46
     242	 HD  11171  	01 47 07.6	-10 55 58	 4.68	 0.36	 0.32	-0.30	 -0.46
    1701	 HD  81169  	09 21 02.2	-28 37 07	 4.68	 1.54	 0.91	-0.71	 -1.18
    1728	 HD  83425  	09 35 50.7	+04 52 32	 4.68	 2.77	 1.32	-1.06	 -1.77
    3611	 HD 201601  	21 07 54.5	+09 55 44	 4.68	 0.35	 0.26	-0.25	 -0.36
     273	 HD  12767  	02 02 15.0	-29 32 08	 4.69	-0.68	-0.17	 0.04	  0.18
     648	 HD  28100  	04 23 46.6	+14 36 06	 4.69	 1.70	 0.98	-0.72	 -1.23
    2283	 HD 117675  	13 29 21.7	-05 59 52	 4.69	 3.56	 1.60	-1.46	 -2.62
    3322	 HD 185144  	19 32 27.5	+69 34 33	 4.69	 1.17	 0.80	-0.65	 -1.06
    3657	 HD 205767  	21 35 05.4	-08 04 44	 4.69	 0.32	 0.17	-0.17	 -0.27
    3708	 HD 209409  	22 00 43.6	-02 23 49	 4.69	-0.47	-0.05	 0.01	  0.05
     433	 HD  18411  	02 55 33.2	+39 27 49	 4.70	 0.18	 0.06	-0.10	 -0.14
     439	 HD  18604  	02 57 01.7	+08 42 32	 4.70	-0.57	-0.12	 0.02	  0.00
    1770	 HD  86663  	09 57 34.3	+08 17 05	 4.70	 3.52	 1.60	-1.43	 -2.51
    2034	 HD 101431  	11 37 43.4	-34 28 01	 4.70	-0.29	-0.07	-0.01	  0.04
     813	 HD  34411  	05 15 37.2	+40 03 23	 4.71	 0.75	 0.62	-0.53	 -0.85
    1497	 HD  63744  	07 46 50.9	-46 57 01	 4.71	 1.98	 1.06	-0.76	 -1.33
    3896	 HD 221760  	23 32 23.4	-42 53 29	 4.71	 0.15	 0.08	-0.12	 -0.19
    1541	 HD  68290  	08 08 55.4	-12 46 37	 4.72	 1.72	 0.96	-0.73	 -1.21
    1698	 HD  80874  	09 19 16.6	-25 45 04	 4.72	 3.64	 1.61	-1.40	 -2.48
    2554	 HD 139997  	15 39 03.6	-19 31 04	 4.72	 3.52	 1.58	-1.28	 -2.22
